id,name,npc_buy_max,npc_sell_max
17852,helmet of the lost,2000.0,
17853,lost bracers,140.0,
17854,mad froth,80.0,
17855,red hair dye,40.0,
17856,basalt fetish,210.0,
17857,basalt figurine,160.0,
17859,spiky club,300.0,
18924,tooth file,60.0,
18925,lancet,90.0,
18926,horoscope,40.0,
18927,vampire's cape chain,150.0,
18928,blood tincture in a vial,360.0,
18929,incantation notes,90.0,
18930,pieces of magic chalk,210.0,
18993,rorc feather,70.0,
18994,elven hoof,115.0,
18995,venison,55.0,
18996,rorc egg,120.0,
18997,hatched rorc egg,30.0,
19110,dowser,35.0,
19111,fir cone,25.0,
19358,albino plate,1500.0,
19359,horn,300.0,
19372,goo shell,4000.0,
20183,sight of surrender's eye,3000.0,
20184,broken visor,1900.0,
20198,frazzle tongue,700.0,
20199,frazzle skin,400.0,
20200,silencer claws,390.0,
20201,silencer resonating chamber,600.0,
20202,dead weight,450.0,
20203,trapped bad dream monster,900.0,
20204,bowl of terror sweat,500.0,
20205,goosebump leather,650.0,
20206,hemp rope,350.0,
20207,pool of chitinous glue,480.0,
21103,glooth injection tube,350.0,
21164,glooth cape,7000.0,
21165,rubber cap,11000.0,
21166,mooh'tah plate,6000.0,
21167,heat core,10000.0,
21168,alloy legs,11000.0,
21169,metal spats,2000.0,
21170,gearwheel chain,5000.0,
21171,metal bat,9000.0,
21172,glooth whip,2500.0,
21173,moohtant cudgel,14000.0,
21174,mino lance,7000.0,
21175,mino shield,3000.0,
21176,execowtioner axe,12000.0,
21177,cowtana,2500.0,
21178,glooth club,1500.0,
21179,glooth blade,1500.0,
21180,glooth axe,1500.0,
21182,glob of glooth,125.0,
21183,glooth amulet,2000.0,
21193,metal jaw,260.0,
21194,slime heart,160.0,
21195,poisoned fang,130.0,
21196,necromantic rust,390.0,
21197,slimy leaf tentacle,320.0,
21198,metal toe,430.0,
21199,giant pacifier,170.0,
21200,moohtant horn,140.0,
21201,execowtioner mask,240.0,
21202,mooh'tah shell,110.0,
21204,cowbell,210.0,
21747,seacrest pearl,400.0,
21800,seacrest scale,150.0,
21801,seacrest hair,260.0,
21892,crest of the deep seas,10000.0,
21974,golden lotus brooch,270.0,
21975,peacock feather fan,350.0,
21981,oriental shoes,15000.0,
22007,gloom wolf fur,70.0,
22051,werebadger claws,160.0,
22052,werewolf fangs,180.0,
22053,wereboar hooves,175.0,
22054,wereboar tusks,165.0,
22055,werebadger skull,185.0,
22056,werebear skull,195.0,
22057,werebear fur,185.0,
22060,werewolf amulet,3000.0,
22085,fur armor,5000.0,
22086,badger boots,7500.0,
22087,wereboar loincloth,1500.0,
22101,werebadger trophy,9000.0,
22102,wereboar trophy,10000.0,
22103,werebear trophy,11000.0,
22171,ogre klubba,2500.0,
22172,ogre choppa,1500.0,
22183,ogre scepta,3600.0,
22184,shamanic talisman,200.0,
22188,ogre ear stud,180.0,
22189,ogre nose ring,210.0,
22191,skull fetish,250.0,
22192,shamanic mask,2000.0,
22193,onyx chip,500.0,
22194,opal,500.0,
22195,onyx pendant,3500.0,
22726,rift shield,50000.0,
22727,rift lance,30000.0,
22728,vexclaw talon,1100.0,
22729,pair of hellflayer horns,1300.0,
22730,some grimeleech wings,1200.0,
22866,rift bow,45000.0,
22867,rift crossbow,45000.0,
23501,condensed energy,260.0,
23502,sparkion claw,290.0,
23503,sparkion tail,300.0,
23504,sparkion legs,310.0,
23505,sparkion stings,280.0,
23506,plasma pearls,250.0,
23507,crystallized anger,400.0,
23508,energy vein,270.0,
23510,odd organ,410.0,
23511,curious matter,430.0,
23513,strange proto matter,300.0,
23514,volatile proto matter,300.0,
23515,dangerous proto matter,300.0,
23516,instable proto matter,300.0,
23517,solid rage,310.0,
23518,spark sphere,350.0,
23519,frozen lightning,270.0,
23520,plasmatic lightning,270.0,
23521,crystal bone,250.0,
23522,glistening bone,250.0,
23523,energy ball,300.0,
23524,small energy ball,250.0,
23529,ring of blue plasma,8000.0,
23531,ring of green plasma,8000.0,
23533,ring of red plasma,8000.0,
23542,collar of blue plasma,6000.0,
23543,collar of green plasma,6000.0,
23544,collar of red plasma,6000.0,
23986,heavy old tome,30.0,
24380,bone toothpick,150.0,
24381,beetle carapace,200.0,
24384,ancient belt buckle,260.0,
24385,cracked alabaster vase,180.0,
24386,rhino horn carving,300.0,
24387,tarnished rhino figurine,320.0,
24388,rhino hide,175.0,
24389,rhino horn,265.0,
24390,ancient coin,350.0,
24391,coral brooch,750.0,
24392,gemmed figurine,3500.0,
24937,dragon blood,700.0,
24938,dragon tongue,550.0,
24939,scale of Gelidrazah,10000.0,
24940,tooth of Tazhadur,10000.0,
24941,horn of Kalyassa,10000.0,
24942,bones of Zorvorax,10000.0,
24961,tiger eye,350.0,
24962,prismatic quartz,450.0,
25088,porcelain mask,2000.0,
25089,colourful feathers,400.0,
25689,golden brush,250.0,
25691,wild flowers,120.0,
25693,shimmering beetles,150.0,
25694,fairy wings,200.0,
25695,dandelion seeds,200.0,
25696,colourful snail shell,250.0,
25697,green bandage,180.0,
25698,butterfly ring,2000.0,
25699,wooden spellbook,12000.0,
25700,dream blossom staff,5000.0,
25701,single human eye,1000.0,
25702,little bowl of myrrh,500.0,
25735,leaf star,50.0,
25737,rainbow quartz,500.0,
25742,fig leaf,200.0,
25743,bed of nails,500.0,
25744,torn shirt,250.0,
25745,guidebook,200.0,
27301,rare earth,80.0,
27369,half-digested stones,40.0,
27462,fox paw,100.0,
27463,werefox tail,200.0,
27592,deepworm spikes,800.0,
27593,deepworm spike roots,650.0,
27594,deepworm jaws,500.0,
27595,tunnel tyrant head,500.0,
27596,tunnel tyrant shell,700.0,
27597,diremaw brainpan,350.0,
27598,diremaw legs,270.0,
27599,cave devourer eyes,550.0,
27600,cave devourer maw,600.0,
27601,cave devourer legs,350.0,
27602,chasm spawn head,850.0,
27603,chasm spawn abdomen,240.0,
27604,chasm spawn tail,120.0,
27606,stonerefiner's skull,100.0,
27607,withered pauldrons,850.0,
27608,withered scalp,900.0,
27618,pristine worm head,15000.0,
27619,giant tentacle,10000.0,
27620,damaged worm head,8000.0,
27621,huge shell,15000.0,
27622,chitinous mouth,10000.0,
27623,slimy leg,4500.0,
27624,longing eyes,8000.0,
27625,harpoon of a giant snail,15000.0,
27626,chitinous mouth,10000.0,
27627,huge spiky snail shell,8000.0,
27706,werefox trophy,9000.0,
28566,silken bookmark,1300.0,
28567,quill,1100.0,
28568,inkwell,720.0,
28569,book page,640.0,
28570,glowing rune,350.0,
28821,patch of fine cloth,1350.0,
28822,damaged armor plates,280.0,
28823,falcon crest,650.0,
28824,grant of arms,950.0,
29345,blue glass plate,60.0,
29346,green glass plate,180.0,
29347,violet glass plate,2150.0,
29348,poison gland,210.0,
29942,Maxxenius Head,500000.0,
29943,Alptramun's toothbrush,270000.0,
29944,Izcandar's snow globe,180000.0,
29945,Izcandar's sundial,225000.0,
29946,beast's nightmare-cushion,630000.0,
30005,dream essence egg,205.0,
30053,dragon figurine,45000.0,
30054,unicorn figurine,50000.0,
30055,Crunor idol,30000.0,
30056,ornate locket,18000.0,
30058,ice flower,370.0,
30059,giant ruby,70000.0,
30060,giant emerald,90000.0,
30061,giant sapphire,50000.0,
30087,Plagueroot offshoot,280000.0,
30088,Malofur's lunchbox,240000.0,
30180,hexagonal ruby,30000.0,
30324,bright bell,220.0,
30325,dark bell,250.0,
30975,bunch of reed,25.0,
31323,sea horse figurine,42000.0,
31324,golden mask,38000.0,
31331,empty honey glass,270.0,
31332,jar of honey,300.0,
31340,lizard heart,530.0,
31437,sphinx feather,470.0,
31438,sphinx tiara,360.0,
31439,manticore tail,220.0,
31440,manticore ear,310.0,
31441,lamassu hoof,330.0,
31442,lamassu horn,240.0,
31443,Fafnar symbol,950.0,
31558,red goanna scale,270.0,
31559,blue goanna scale,230.0,
31560,goanna meat,190.0,
31561,goanna claw,260.0,
31588,ancient liche bone,28000.0,
31589,rotten heart,74000.0,
31590,young lich worm,25000.0,
31591,medal of valiance,410000.0,
31592,signet ring,480000.0,
31593,noble cape,425000.0,
31594,token of love,440000.0,
31595,noble amulet,430000.0,
31622,Urmahlullu's tail,210000.0,
31623,Urmahlullu's mane,490000.0,
31624,Urmahlullu's paw,245000.0,
31678,cobra crest,650.0,
32009,veal,40.0,
32010,meat hammer,60.0,
32011,milk churn,100.0,
32012,cow bell,120.0,
32227,lost soul,120.0,
32228,purified soul,260.0,
32578,Brain Head's giant neuron,100000.0,
32579,Brain Head's left hemisphere,90000.0,
32580,Brain Head's right hemisphere,50000.0,
32583,skull coin,12000.0,
32589,angel figurine,36000.0,
32593,grimace,120000.0,
32594,bloody tears,70000.0,
32595,jagged sickle,150000.0,
32596,dark bell,310000.0,
32597,ravenous circlet,220000.0,
32598,Pale Worm's scalp,489000.0,
32599,writhing heart,185000.0,
32600,writhing brain,370000.0,
32622,giant amethyst,60000.0,
32623,giant topaz,80000.0,
32624,amber with a bug,41000.0,
32625,amber with a dragonfly,56000.0,
32626,amber,20000.0,
32698,ensouled essence,820.0,
32704,phantasmal hair,500.0,
32705,pair of old bracers,500.0,
32711,luminescent crystal pickaxe,50.0,
32724,spectral gold nugget,500.0,
32725,spectral silver nugget,250.0,
32769,white gem,12000.0,
32770,diamond,15000.0,
32771,moonstone,13000.0,
32772,silver hand mirror,10000.0,
32773,ivory comb,8000.0,
32774,cursed bone,6000.0,
33779,watermelon tourmaline,30000.0,
33780,watermelon tourmaline,230000.0,
33781,lion figurine,10000.0,
33920,Malice's horn,620000.0,
33921,Malice's spine,850000.0,
33922,Cruelty's claw,640000.0,
33923,Cruelty's chest,720000.0,
33924,Greed's arm,950000.0,
33925,Megalomania's skull,1500000.0,
33926,Spite's spirit,840000.0,
33927,vial of Hatred,737000.0,
33928,Megalomania's essence,1900000.0,
33929,rod,2200.0,
33932,head,3200.0,
33933,apron,1300.0,
33934,telescope eye,1600.0,
33935,crown,2700.0,
33936,hand,1450.0,
33937,head,3500.0,
33938,roots,1200.0,
33943,werehyaena nose,220.0,
33944,werehyaena talisman,350.0,
33945,ivory carving,300.0,
33952,figurine of Spite,3000000.0,
33953,figurine of Megalomania,5000000.0,
33982,crawler's essence,3700.0,
34008,white silk flower,9000.0,
34014,jaws,3900.0,
34018,figurine of Malice,2800000.0,
34019,figurine of Cruelty,3100000.0,
34020,figurine of Hatred,2700000.0,
34021,figurine of Greed,2900000.0,
34022,goblet of gloom,12000.0,
34023,brooch of embracement,14000.0,
34024,gruesome fan,15000.0,
34025,diabolic skull,19000.0,
34100,Katex' blood,210.0,
34101,Utua's poison,230.0,
34102,Yirkas' egg,280.0,
34103,Srezz' eye,300.0,
34138,capricious heart,2100.0,
34139,infernal heart,2100.0,
34140,hazardous heart,5000.0,
34141,mould heart,2100.0,
34142,distorted heart,2100.0,
34143,vibrant heart,2100.0,
34144,vibrant robe,1200.0,
34145,capricious robe,1200.0,
34146,infernal robe,1200.0,
34147,hazardous robe,3000.0,
34148,mould robe,1200.0,
34149,distorted robe,1200.0,
34160,lion crest,270.0,
34161,broken longbow,130.0,
34162,lion cloak patch,190.0,
34163,lion seal,210.0,
34164,fur shred,200.0,
34170,morbid tapestry,30000.0,
34219,werehyaena trophy,12000.0,
35562,quiver,100.0,400.0
35571,small treasure chest,500.0,
35572,pirate coin,110.0,
35573,pirat's tail,180.0,
35574,shark fins,250.0,
35578,tiara,11000.0,
35579,golden dustbin,7000.0,
35580,golden skull,9000.0,
35581,golden cheese wedge,6000.0,
35588,grappling hook,150.0,
35596,mouldy powder,200.0,
35610,Tentugly's eye,52000.0,
35611,tentacle of Tentugly,27000.0,
35612,Tentugly's jaws,80000.0,
35613,Ratmiral's hat,150000.0,
35614,cheesy membership card,120000.0,
36769,lavaworm spike roots,600.0,
36770,lavaworm spikes,750.0,
36771,lavaworm jaws,1100.0,
36772,streaked devourer eyes,500.0,
36773,streaked devourer maw,400.0,
36774,streaked devourer legs,600.0,
36775,eyeless devourer maw,420.0,
36776,eyeless devourer legs,650.0,
36777,eyeless devourer tongue,900.0,
36778,blemished spawn head,800.0,
36779,blemished spawn abdomen,550.0,
36780,blemished spawn tail,1000.0,
36781,varnished diremaw brainpan,750.0,
36782,varnished diremaw legs,670.0,
36783,tremendous tyrant head,930.0,
36784,tremendous tyrant shell,740.0,
36785,lavafungus head,900.0,
36786,lavafungus ring,390.0,
36787,cave chimera head,1200.0,
36788,cave chimera leg,650.0,
36789,afflicted strider head,900.0,
36790,afflicted strider worms,500.0,
36791,Abomination's tail,700000.0,
36792,Abomination's eye,650000.0,
36793,Abomination's tongue,950000.0,
36794,Brainstealer's tissue,240000.0,
36795,Brainstealer's brain,300000.0,
36796,Brainstealer's brainwave,440000.0,
36805,carnisylvan finger,250.0,
36806,carnisylvan bark,230.0,
36807,human teeth,2000.0,
36808,old royal diary,220000.0,
36809,curl of hair,320000.0,
36820,bashmu fang,600.0,
36821,bashmu tongue,400.0,
36822,scorpion charm,620.0,
36823,bashmu feather,350.0,
36835,eldritch crystal,48000.0,
36971,girtablilu warrior carapace,520.0,
36972,old girtablilu carapace,570.0,
37613,Morshabaal's brain,5000000.0,
37810,Morshabaal's extract,3250000.0,
39037,cobalt ridge,1490000.0,
39038,royal almandine,460000.0,
39040,fiery tear,1070000.0,
39375,sulphider shell,2200.0,
39376,sulphur powder,1900.0,
39377,gore horn,2900.0,
39378,sabretooth fur,2500.0,
39379,emerald tortoise shell,2150.0,
39380,undertaker fangs,2700.0,
39381,nighthunter wing,2000.0,
39382,prehemoth horns,3000.0,
39383,prehemoth claw,2300.0,
39384,stalking seeds,1800.0,
39386,mantosaurus jaw,2800.0,
39387,headpecker beak,2800.0,
39388,headpecker feather,1300.0,
39389,ripptor claw,2600.0,
39391,ripptor scales,1200.0,
39392,gorerilla mane,2750.0,
39393,gorerilla tail,2650.0,
39394,cry-stal,3200.0,
39395,mercurial wing,2500.0,
39399,one of Timira's many heads,215000.0,
39400,piece of Timira's sensors,150000.0,
39401,makara fin,350.0,
39402,makara tongue,320.0,
39403,jungle moa feather,140.0,
39404,jungle moa claw,160.0,
39405,jungle moa egg,250.0,
39406,coral branch,360.0,
39407,flotsam,330.0,
39408,small tropical fish,380.0,
39409,two-headed turtle heads,460.0,
39410,hydrophytes,220.0,
39411,naga armring,390.0,
39412,naga earring,380.0,
39413,naga archer scales,340.0,
39414,naga warrior scales,340.0,
39415,corrupt naga scales,570.0,
39416,rogue naga scales,570.0,
39417,parder tooth,150.0,
39418,parder fur,150.0,
39543,smoldering eye,470000.0,
40527,rotten feather,120.0,
40528,ritual tooth,135.0,
40529,gold-brocaded cloth,175.0,
40530,broken macuahuitl,1000.0,
40531,broken Iks faulds,530.0,
40532,broken Iks headpiece,560.0,
40533,broken Iks cuirass,640.0,
40534,broken Iks sandals,440.0,
40535,broken Iks spear,685.0,
40582,crab man claws,550.0,
40583,liodile fang,480.0,
40584,boar man hoof,600.0,
40585,harpy feathers,730.0,
40586,carnivostrich feather,630.0,
40587,rhindeer antlers,680.0,
43729,werecrocodile tongue,570.0,
43730,weretiger tooth,490.0,
43731,werepanther claw,280.0,
43732,silver moon coin,11000.0,
43733,silver foxmouse coin,11000.0,
43734,golden sun coin,11000.0,
43735,golden tiger coin,11000.0,
43736,moon pin,18000.0,
43737,sun brooch,18000.0,
43739,moon compass,5000.0,
43846,decayed finger bone,5100.0,
43847,rotten vermin ichor,4500.0,
43848,worm sponge,4200.0,
43849,rotten roots,3800.0,
43850,dark obsidian splinter,4400.0,
43851,darklight matter,5500.0,
43852,darklight basalt chunk,3800.0,
43853,darklight core,4100.0,
43856,bloated maggot,5200.0,
43857,blooded worm,4700.0,
43858,basalt crumbs,3000.0,
43859,basalt core,5800.0,
43888,closed pocket sundial,5000.0,
43915,weretiger trophy,15000.0,
43916,werecrocodile trophy,15000.0,
43917,werepanther trophy,14000.0,
43961,darklight figurine,3400000.0,
43962,putrefactive figurine,3200000.0,
43963,figurine of Bakragore,5400000.0,
43964,Ichgahal's fungal infestation,900000.0,
43965,Murcion's mycelium,950000.0,
43966,Chagorz igneous obsidian,1100000.0,
43967,Vemiath's infused basalt,1000000.0,
43968,Bakragore's amalgamation,2000000.0,
44158,dragon trophy,4000.0,
44438,broken Mitmah necklace,210.0,
44439,crystal of the Mitmah,280.0,
44440,yapunac dagger,240.0,
44602,lesser guardian gem,2500.0,
44603,guardian gem,5000.0,
44604,greater guardian gem,10000.0,
44605,lesser marksman gem,2500.0,
44606,marksman gem,5000.0,
44607,greater marksman gem,10000.0,
44608,lesser sage gem,2500.0,
44609,sage gem,5000.0,
44610,greater sage gem,10000.0,
44611,lesser mystic gem,2500.0,
44612,mystic gem,5000.0,
44613,greater mystic gem,10000.0,
44727,broken Mitmah chestplate,85000.0,
44728,splintered Mitmah gem,225000.0,
44729,Atab's Mitmah helmet,580.0,
44736,bulltaur horn,385.0,
44737,bulltaur hoof,540.0,
44738,bulltaur armor scrap,480.0,
44739,encrypted notes,620.0,
44740,strange substance,810.0,
44741,staff piece,560.0,
44742,idol of the forge,950.0,
44743,Nimmersatt's seal,520.0,
44744,molten dragon essence,840.0,
44745,mega dragon heart,1100.0,
44746,dragolisk eye,690.0,
44747,dragolisk poison gland,475.0,
44748,wardragon claw,550.0,
44749,wardragon tooth,730.0,
44750,exalted seal,190000.0,
44751,gold-scaled sentinel,380000.0,
44752,crystallised blood,270000.0,
46625,lesser fragment,500.0,750000.0
46626,greater fragment,2500.0,2250000.0
48251,wafer paper flower,2350.0,
48252,brigadeiro,2640.0,
48253,beijinho,2780.0,
48254,churro heart,2680.0,
48255,lime tart,1870.0,
48256,pastry dragon,95000.0,
48273,taiyaki ice cream,6750.0,
48508,amber souvenir,850.0,
48509,resinous fish fin,1250.0,
48510,demon root,950.0,
48511,resin parasite,1450.0,
48516,root tentacle,300000.0,
48517,fish eye,500000.0,
48544,wad of fairy floss,2910.0,
49908,mummified demon finger,800.0,
50054,spellreaper staff totem,3100.0,
50055,hellhunter eye,2950.0,
50056,brinebrute claw,2600.0,
50057,sineater wing,2100.0,
50058,broodrider saddle,2800.0,
50059,gorger antlers,2250.0,
50067,Arbaziloth shoulder piece,450000.0,
50101,bloodstained scythe,4200.0,
50065,Rotrender scalp,2500000.0,
50066,Rotrender claw,1800000.0,
49271,transcendence potion,500.0,
49371,lesser spiritualist gem,2500.0,
49372,spiritualist gem,5000.0,
49373,greater spiritualist gem,10000.0,
50150,ring of orange plasma,8000.0,
50152,collar of orange plasma,6000.0,
50181,pair of monk fists,90.0,270.0
50182,nunchaku,135.0,405.0
50183,sai,180.0,540.0
50257,plain monk robe,1.0,450.0
50267,boots of enlightenment,80.0,8000.0
50268,robe of enlightenment,150.0,150000.0
50269,legs of enlightenment,400.0,40000.0
50271,fists of enlightenment,200.0,20000.0
50272,sai of enlightenment,100.0,100000.0
50273,nunchaku of enlightenment,500.0,50000.0
50274,coned hat of enlightenment,700.0,70000.0
51119,simple jo staff,10.0,
51259,reality splinter,5000.0,
51276,spirited soil,2000.0,
51275,greater garlic necklace,10000.0,
51419,paper plane,480.0,
51420,paper boat,800.0,
51421,colourful quill,110000.0,
51422,star ink,1250.0,
51423,book with a dragon,1800.0,
51424,cookbook,870.0,
51425,book with an hourglass,1450.0,
51426,sealing wax,620.0,
51427,torn page,340.0,
51428,pressed flower,570.0,
51429,axe of Sir Leonard,49000.0,
51430,helmet of Sir Leonard,46000.0,
51471,tiny bat coffin,3650.0,
51472,chain leash,970.0,
51473,blood amulet,1230.0,
51474,piece of frozen night,680.0,
51475,ritual bone knife,820.0,
51476,pot of orcish warpaint,1150.0,
51477,orcish toothbrush,750.0,
51478,bone rattle,790.0,
51479,spiked bracers,1360.0,
51480,blood hood,1550.0,
51481,blood sceptre,178000.0,
51482,bloodshot giant eye,1820.0,
51483,blood crown,116000.0,
51484,heart amphora,930.0,
51485,bone fibula,580.0,
51486,spiked gorget,850.0,
51487,norcferatu talisman,670.0,
21400,spellbook of the novice,15.0,75.0
51760,refined bow,150.0,600.0
52632,night harpy beak,10000.0,
52633,night harpy feathers,5000.0,
52662,silver poniard,2000.0,
52663,cuirass plate,1000.0,
52664,stag parchment,3000.0,
52705,necromantic core,10000.0,
52706,toe nails,4500.0,
52707,giant tusk,6000.0,
52710,worn guide book,250000.0,
52711,golden claw,250000.0,
52712,shrunken head,250000.0,
52713,ancient scales,400000.0,
52714,soul trap,250000.0,
52715,skull tendril,650000.0,
52716,ancient eye stalk,3500000.0,
52717,bone spikes,1500000.0,
52718,deadly fangs,5500.0,
52719,crystallized death,3000.0,
52720,cluster of crystallized death,9000.0,
52726,icy scales,250000.0,
52727,icy horns,250000.0,
52728,frozen crapace,500000.0,
52729,frozen claw,900000.0,
52746,twisted marionette,125000.0,
52747,broken staff of mind control,1250000.0,
52964,charred mask,1500.0,
53002,gold tooth,120.0,
53003,lizard tail,95.0,
53004,infernoid ember,160.0,
53778,catnip,580.0,
54128,ice shard,500.0,
54268,figurine of Mimar Haffar,2800000.0,
54269,figurine of Maior Domus,3400000.0,
54270,figurine of Phosphorus,5700000.0,
54363,moonspawn tentacle,670.0,
54364,moonspawn headpiece,900.0,
54611,frozen peacock feather,110000.0,
54639,pyrophyte seed pod,720.0,
